YEAR,MONTH,BENE_GEO_LVL,BENE_STATE_ABRVTN,BENE_STATE_DESC,BENE_COUNTY_DESC,BENE_FIPS_CD,TOT_BENES,ORGNL_MDCR_BENES,MA_AND_OTH_BENES,AGED_TOT_BENES,AGED_ESRD_BENES,AGED_NO_ESRD_BENES,DSBLD_TOT_BENES,DSBLD_ESRD_AND_ESRD_ONLY_BENES,DSBLD_NO_ESRD_BENES,MALE_TOT_BENES,FEMALE_TOT_BENES,WHITE_TOT_BENES,BLACK_TOT_BENES,API_TOT_BENES,HSPNC_TOT_BENES,NATIND_TOT_BENES,OTHR_TOT_BENES,AGE_LT_25_BENES,AGE_25_TO_44_BENES,AGE_45_TO_64_BENES,AGE_65_TO_69_BENES,AGE_70_TO_74_BENES,AGE_75_TO_79_BENES,AGE_80_TO_84_BENES,AGE_85_TO_89_BENES,AGE_90_TO_94_BENES,AGE_GT_94_BENES,DUAL_TOT_BENES,FULL_DUAL_TOT_BENES,PART_DUAL_TOT_BENES,NODUAL_TOT_BENES,A_B_TOT_BENES,A_B_ORGNL_MDCR_BENES,A_B_MA_AND_OTH_BENES,A_TOT_BENES,A_ORGNL_MDCR_BENES,A_MA_AND_OTH_BENES,B_TOT_BENES,B_ORGNL_MDCR_BENES,B_MA_AND_OTH_BENES,PRSCRPTN_DRUG_TOT_BENES,PRSCRPTN_DRUG_PDP_BENES,PRSCRPTN_DRUG_MAPD_BENES,PRSCRPTN_DRUG_DEEMED_ELIGIBLE_FULL_LIS_BENES,PRSCRPTN_DRUG_FULL_LIS_BENES,PRSCRPTN_DRUG_PARTIAL_LIS_BENES,PRSCRPTN_DRUG_NO_LIS_BENES
2013,Year,County,AL,Alabama,Lowndes County,01085,2574.0,1603.0,971.0,1758.0,21.0,1737.0,816.0,37.0,780.0,1197.0,1377.0,777.0,1776.0,*,*,0.0,17.0,*,*,623.0,562.0,458.0,324.0,205.0,122.0,65.0,23.0,1030.0,475.0,556.0,1544.0,2418.0,1447.0,971.0,2542.0,1571.0,971.0,2450.0,1479.0,971.0,2074.0,1117.0,957.0,1055.0,109.0,46.0,865.0
2013,Year,County,AL,Alabama,Macon County,01087,4230.0,3301.0,930.0,3147.0,45.0,3102.0,1084.0,49.0,1035.0,1898.0,2333.0,942.0,3257.0,*,*,*,17.0,24.0,197.0,862.0,984.0,792.0,503.0,385.0,258.0,140.0,85.0,1238.0,632.0,606.0,2992.0,3732.0,2803.0,929.0,4162.0,3233.0,929.0,3801.0,2871.0,930.0,2725.0,1818.0,907.0,1259.0,168.0,47.0,1251.0
2013,Year,County,AL,Alabama,Madison County,01089,54165.0,46997.0,7167.0,45138.0,244.0,44894.0,9027.0,308.0,8718.0,23863.0,30302.0,42607.0,9704.0,710.0,537.0,29.0,578.0,121.0,1908.0,6997.0,13640.0,11276.0,8900.0,6099.0,3374.0,1428.0,423.0,7496.0,3408.0,4088.0,46669.0,49067.0,41901.0,7166.0,53851.0,46684.0,7166.0,49381.0,42214.0,7167.0,29272.0,22960.0,6313.0,7729.0,1293.0,381.0,19870.0
2013,Year,County,AL,Alabama,Marengo County,01091,5096.0,4668.0,429.0,3530.0,28.0,3502.0,1566.0,34.0,1533.0,2345.0,2752.0,2500.0,2558.0,*,*,*,23.0,20.0,333.0,1213.0,1062.0,872.0,657.0,470.0,283.0,128.0,59.0,1496.0,799.0,697.0,3600.0,4808.0,4379.0,429.0,5035.0,4607.0,429.0,4869.0,4440.0,429.0,3728.0,3322.0,406.0,1531.0,324.0,52.0,1821.0
2013,Year,County,AL,Alabama,Marion County,01093,6893.0,6147.0,746.0,5187.0,19.0,5168.0,1706.0,24.0,1682.0,3115.0,3778.0,6630.0,216.0,*,19.0,0.0,*,13.0,323.0,1370.0,1516.0,1386.0,1087.0,585.0,418.0,143.0,52.0,1700.0,645.0,1055.0,5193.0,6599.0,5853.0,746.0,6869.0,6124.0,746.0,6622.0,5877.0,746.0,5011.0,4313.0,698.0,1733.0,297.0,113.0,2869.0
2013,Year,County,AL,Alabama,Marshall County,01095,18890.0,16984.0,1906.0,14565.0,59.0,14506.0,4325.0,53.0,4272.0,8472.0,10418.0,18320.0,222.0,37.0,189.0,12.0,110.0,44.0,835.0,3446.0,4548.0,3814.0,2742.0,1905.0,1035.0,419.0,100.0,4158.0,1704.0,2454.0,14732.0,17589.0,15683.0,1906.0,18815.0,16909.0,1906.0,17664.0,15758.0,1906.0,12864.0,11140.0,1724.0,4250.0,664.0,248.0,7703.0
2013,Year,County,AL,Alabama,Mobile County,01097,74129.0,44539.0,29590.0,56661.0,356.0,56305.0,17468.0,586.0,16882.0,33551.0,40578.0,49264.0,23220.0,567.0,556.0,65.0,457.0,212.0,3281.0,13975.0,18165.0,14151.0,10248.0,6922.0,4456.0,2002.0,716.0,16667.0,7231.0,9436.0,57462.0,68717.0,39140.0,29578.0,73505.0,43927.0,29578.0,69341.0,39752.0,29590.0,54665.0,25583.0,29082.0,17137.0,2631.0,834.0,34063.0
2013,Year,County,AL,Alabama,Monroe County,01099,4961.0,4310.0,652.0,3525.0,13.0,3512.0,1437.0,27.0,1410.0,2238.0,2724.0,3032.0,1829.0,13.0,12.0,54.0,21.0,18.0,278.0,1141.0,1068.0,890.0,628.0,482.0,283.0,117.0,57.0,1272.0,609.0,663.0,3689.0,4724.0,4072.0,652.0,4938.0,4286.0,652.0,4747.0,4096.0,652.0,3746.0,3118.0,627.0,1309.0,282.0,82.0,2074.0
2013,Year,County,AL,Alabama,Montgomery County,01101,37669.0,27823.0,9845.0,28505.0,237.0,28268.0,9163.0,348.0,8815.0,16120.0,21549.0,19579.0,17314.0,257.0,182.0,18.0,319.0,156.0,2091.0,6917.0,8698.0,6811.0,5176.0,3807.0,2426.0,1177.0,411.0,9055.0,4162.0,4894.0,28613.0,34367.0,24527.0,9840.0,37428.0,27587.0,9841.0,34608.0,24763.0,9844.0,24710.0,15110.0,9600.0,9221.0,1111.0,323.0,14056.0
2013,Year,County,AL,Alabama,Morgan County,01103,23205.0,20790.0,2415.0,18391.0,94.0,18297.0,4814.0,88.0,4726.0,10371.0,12834.0,20847.0,2005.0,56.0,170.0,*,*,60.0,991.0,3762.0,5657.0,4764.0,3458.0,2416.0,1400.0,547.0,149.0,4020.0,1848.0,2173.0,19184.0,21696.0,19282.0,2414.0,23133.0,20719.0,2414.0,21768.0,19353.0,2415.0,16222.0,14123.0,2100.0,4123.0,643.0,246.0,11210.0
2013,Year,County,AL,Alabama,Perry County,01105,2291.0,2152.0,138.0,1540.0,15.0,1525.0,750.0,23.0,727.0,1044.0,1246.0,824.0,1455.0,*,*,*,*,*,*,567.0,451.0,374.0,302.0,196.0,116.0,54.0,49.0,1001.0,514.0,487.0,1290.0,2136.0,1998.0,138.0,2250.0,2112.0,138.0,2176.0,2038.0,138.0,1757.0,1628.0,129.0,1014.0,119.0,25.0,599.0
2013,Year,County,AL,Alabama,Pickens County,01107,4775.0,4481.0,295.0,3316.0,21.0,3295.0,1460.0,35.0,1425.0,2145.0,2630.0,2968.0,1779.0,*,*,*,20.0,21.0,310.0,1129.0,986.0,811.0,644.0,457.0,279.0,95.0,45.0,1349.0,726.0,623.0,3426.0,4455.0,4160.0,295.0,4727.0,4433.0,295.0,4503.0,4208.0,295.0,3236.0,2962.0,274.0,1378.0,264.0,62.0,1531.0
2013,Year,County,AL,Alabama,Pike County,01109,5807.0,4636.0,1171.0,4348.0,39.0,4309.0,1459.0,48.0,1411.0,2548.0,3259.0,3796.0,1950.0,11.0,20.0,*,*,26.0,317.0,1115.0,1408.0,1073.0,817.0,530.0,294.0,163.0,64.0,1696.0,825.0,870.0,4111.0,5412.0,4241.0,1171.0,5760.0,4589.0,1171.0,5459.0,4288.0,1171.0,4313.0,3184.0,1129.0,1736.0,232.0,78.0,2268.0
2013,Year,County,AL,Alabama,Randolph County,01111,5174.0,4552.0,623.0,3951.0,29.0,3922.0,1224.0,18.0,1206.0,2390.0,2784.0,4242.0,875.0,*,24.0,*,24.0,*,*,981.0,1224.0,1051.0,739.0,484.0,286.0,115.0,52.0,1218.0,504.0,714.0,3956.0,4910.0,4289.0,622.0,5132.0,4510.0,622.0,4953.0,4330.0,623.0,3582.0,3013.0,570.0,1250.0,277.0,65.0,1990.0
2013,Year,County,AL,Alabama,Russell County,01113,10223.0,8123.0,2100.0,7577.0,66.0,7511.0,2646.0,88.0,2558.0,4544.0,5679.0,6474.0,3565.0,38.0,102.0,*,*,35.0,506.0,2105.0,2383.0,1900.0,1419.0,956.0,585.0,240.0,93.0,2363.0,994.0,1369.0,7860.0,9556.0,7455.0,2100.0,10143.0,8043.0,2100.0,9636.0,7536.0,2100.0,6554.0,4499.0,2054.0,2413.0,493.0,151.0,3496.0
2013,Year,County,AL,Alabama,Shelby County,01117,29515.0,19082.0,10432.0,24592.0,80.0,24512.0,4923.0,88.0,4835.0,13217.0,16298.0,26474.0,2278.0,220.0,267.0,11.0,264.0,64.0,1027.0,3832.0,8370.0,6552.0,4192.0,2788.0,1772.0,708.0,211.0,3266.0,1346.0,1920.0,26248.0,26971.0,16540.0,10430.0,29389.0,18958.0,10431.0,27096.0,16665.0,10431.0,20560.0,10601.0,9958.0,3392.0,638.0,272.0,16258.0
2013,Year,County,AL,Alabama,St. Clair County,01115,15509.0,9218.0,6291.0,11739.0,67.0,11672.0,3770.0,62.0,3709.0,7136.0,8373.0,14326.0,966.0,24.0,82.0,*,*,40.0,750.0,2981.0,3959.0,3199.0,2136.0,1326.0,760.0,275.0,85.0,2889.0,1072.0,1816.0,12621.0,14486.0,8196.0,6290.0,15478.0,9187.0,6291.0,14516.0,8227.0,6290.0,11330.0,5208.0,6122.0,2986.0,508.0,245.0,7591.0
2013,Year,County,AL,Alabama,Sumter County,01119,2843.0,2671.0,171.0,1910.0,19.0,1891.0,933.0,22.0,911.0,1234.0,1609.0,785.0,2036.0,*,*,*,13.0,14.0,211.0,709.0,556.0,464.0,352.0,250.0,155.0,94.0,40.0,1051.0,612.0,438.0,1792.0,2642.0,2470.0,171.0,2785.0,2613.0,171.0,2700.0,2528.0,171.0,2189.0,2043.0,146.0,1067.0,236.0,31.0,856.0
2013,Year,County,AL,Alabama,Talladega County,01121,18190.0,13999.0,4192.0,12200.0,80.0,12120.0,5990.0,131.0,5859.0,8216.0,9974.0,12882.0,5118.0,35.0,58.0,*,*,69.0,1304.0,4618.0,3991.0,3208.0,2199.0,1494.0,864.0,340.0,104.0,4981.0,2082.0,2899.0,13209.0,16917.0,12726.0,4191.0,18065.0,13875.0,4191.0,17042.0,12851.0,4192.0,13151.0,9121.0,4030.0,5112.0,703.0,282.0,7053.0
2013,Year,County,AL,Alabama,Tallapoosa County,01123,10246.0,9253.0,993.0,7344.0,38.0,7306.0,2902.0,67.0,2836.0,4605.0,5642.0,7676.0,2472.0,12.0,32.0,*,*,35.0,577.0,2290.0,2300.0,1972.0,1340.0,890.0,535.0,231.0,76.0,2390.0,961.0,1429.0,7856.0,9671.0,8680.0,991.0,10213.0,9222.0,991.0,9704.0,8711.0,993.0,7262.0,6326.0,936.0,2451.0,515.0,149.0,4148.0
2013,Year,County,AL,Alabama,Tuscaloosa County,01125,31491.0,28319.0,3173.0,22457.0,114.0,22343.0,9034.0,239.0,8796.0,13961.0,17531.0,22255.0,8795.0,98.0,108.0,18.0,217.0,150.0,2027.0,6857.0,7019.0,5508.0,3935.0,2974.0,1901.0,768.0,352.0,6477.0,3218.0,3259.0,25014.0,29023.0,25851.0,3172.0,31333.0,28161.0,3172.0,29181.0,26008.0,3173.0,20456.0,17588.0,2868.0,6622.0,1168.0,327.0,12340.0
2013,Year,County,AL,Alabama,Walker County,01127,16892.0,11341.0,5551.0,11845.0,50.0,11795.0,5047.0,44.0,5004.0,7944.0,8948.0,15922.0,810.0,30.0,60.0,*,*,42.0,993.0,4013.0,3792.0,3040.0,2297.0,1433.0,852.0,326.0,106.0,4076.0,1766.0,2310.0,12816.0,16038.0,10487.0,5551.0,16807.0,11256.0,5551.0,16123.0,10572.0,5551.0,11435.0,6192.0,5244.0,4143.0,721.0,276.0,6295.0
2013,Year,County,AL,Alabama,Washington County,01129,3744.0,3296.0,448.0,2707.0,19.0,2688.0,1037.0,19.0,1018.0,1812.0,1932.0,2739.0,950.0,*,*,15.0,26.0,*,*,836.0,900.0,714.0,495.0,334.0,170.0,76.0,18.0,908.0,428.0,480.0,2836.0,3566.0,3118.0,448.0,3733.0,3285.0,448.0,3577.0,3129.0,448.0,2726.0,2311.0,415.0,931.0,171.0,55.0,1570.0
2013,Year,County,AL,Alabama,Wilcox County,01131,2980.0,2715.0,265.0,1893.0,21.0,1872.0,1087.0,28.0,1059.0,1432.0,1548.0,980.0,1977.0,*,*,*,15.0,17.0,269.0,801.0,597.0,465.0,346.0,234.0,142.0,69.0,41.0,1175.0,680.0,494.0,1805.0,2810.0,2545.0,265.0,2931.0,2666.0,265.0,2859.0,2594.0,265.0,2339.0,2101.0,238.0,1197.0,190.0,35.0,917.0
2013,Year,County,AL,Alabama,Winston County,01133,5769.0,5035.0,734.0,4361.0,18.0,4343.0,1408.0,13.0,1395.0,2715.0,3053.0,5698.0,14.0,*,24.0,*,27.0,13.0,263.0,1132.0,1402.0,1181.0,807.0,533.0,302.0,93.0,43.0,1596.0,577.0,1019.0,4173.0,5467.0,4733.0,734.0,5748.0,5014.0,734.0,5488.0,4754.0,734.0,4240.0,3568.0,672.0,1630.0,264.0,99.0,2247.0
2013,Year,County,AL,Alabama,Unknown,01999,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,Year,State,AK,Alaska,Total,02,76224.0,75676.0,549.0,63712.0,252.0,63460.0,12512.0,329.0,12183.0,38706.0,37518.0,56156.0,1979.0,3087.0,1923.0,11565.0,1514.0,242.0,3007.0,9264.0,24174.0,17093.0,10287.0,6461.0,3609.0,1564.0,524.0,15385.0,14794.0,591.0,60840.0,67025.0,66477.0,548.0,75956.0,75409.0,548.0,67293.0,66744.0,549.0,30486.0,30082.0,404.0,15994.0,973.0,228.0,13290.0
2013,Year,County,AK,Alaska,Aleutians East Borough,02013,156.0,*,*,138.0,0.0,138.0,19.0,*,*,91.0,65.0,34.0,0.0,*,*,109.0,*,0.0,*,*,61.0,32.0,22.0,14.0,*,*,0.0,26.0,*,*,131.0,114.0,*,*,156.0,*,*,114.0,*,*,43.0,*,*,*,*,*,*
2013,Year,County,AK,Alaska,Aleutians West Census Area,02016,192.0,*,*,165.0,0.0,165.0,26.0,*,*,107.0,85.0,50.0,*,28.0,*,96.0,*,0.0,*,*,78.0,44.0,21.0,11.0,*,*,*,32.0,*,*,159.0,129.0,*,*,192.0,*,*,129.0,*,*,54.0,*,*,34.0,*,*,17.0
2013,Year,County,AK,Alaska,Anchorage Municipality,02020,30105.0,29887.0,218.0,24858.0,141.0,24717.0,5247.0,213.0,5035.0,14648.0,15458.0,21525.0,1517.0,2246.0,1196.0,2884.0,737.0,118.0,1376.0,3753.0,9309.0,6457.0,4086.0,2636.0,1485.0,684.0,202.0,6305.0,6142.0,163.0,23800.0,26071.0,25853.0,218.0,29984.0,29766.0,218.0,26192.0,25974.0,218.0,12060.0,11902.0,159.0,6551.0,356.0,74.0,5080.0
2013,Year,County,AK,Alaska,Bethel Census Area,02050,1180.0,*,*,1024.0,*,*,156.0,*,*,591.0,589.0,71.0,*,*,*,1072.0,18.0,*,*,106.0,316.0,313.0,169.0,137.0,57.0,17.0,16.0,525.0,511.0,14.0,655.0,997.0,*,*,1179.0,*,*,998.0,*,*,656.0,*,*,561.0,*,*,49.0
2013,Year,County,AK,Alaska,Bristol Bay Borough,02060,114.0,114.0,0.0,97.0,0.0,97.0,17.0,0.0,17.0,69.0,46.0,56.0,0.0,0.0,0.0,57.0,*,0.0,*,*,30.0,29.0,23.0,*,*,*,0.0,17.0,*,*,98.0,100.0,100.0,0.0,114.0,114.0,0.0,100.0,100.0,0.0,29.0,29.0,0.0,*,*,*,*
2013,Year,County,AK,Alaska,Denali Borough,02068,184.0,184.0,0.0,157.0,0.0,157.0,27.0,0.0,27.0,108.0,76.0,154.0,*,0.0,*,24.0,*,0.0,*,*,64.0,50.0,28.0,12.0,*,0.0,*,14.0,*,*,171.0,166.0,166.0,0.0,184.0,184.0,0.0,166.0,166.0,0.0,45.0,45.0,0.0,15.0,*,*,27.0
2013,Year,County,AK,Alaska,Dillingham Census Area,02070,417.0,*,*,359.0,*,*,58.0,*,*,227.0,190.0,82.0,*,*,*,330.0,0.0,0.0,11.0,47.0,117.0,105.0,68.0,42.0,19.0,*,*,184.0,*,*,234.0,345.0,*,*,417.0,*,*,345.0,*,*,214.0,*,*,187.0,*,*,26.0
2013,Year,County,AK,Alaska,Fairbanks North Star Borough,02090,8636.0,8574.0,62.0,7205.0,22.0,7184.0,1430.0,40.0,1391.0,4466.0,4170.0,7089.0,245.0,154.0,162.0,814.0,172.0,37.0,354.0,1040.0,2872.0,1914.0,1088.0,694.0,407.0,177.0,53.0,1355.0,1295.0,61.0,7280.0,7671.0,7610.0,62.0,8598.0,8536.0,62.0,7709.0,7647.0,62.0,2933.0,2886.0,47.0,1402.0,87.0,27.0,1418.0
2013,Year,County,AK,Alaska,Haines Borough,02100,475.0,*,*,431.0,*,*,44.0,0.0,44.0,244.0,231.0,388.0,*,0.0,*,71.0,13.0,0.0,*,*,171.0,111.0,62.0,51.0,23.0,*,*,80.0,*,*,395.0,440.0,*,*,475.0,*,*,440.0,*,*,207.0,*,*,82.0,*,*,118.0
2013,Year,County,AK,Alaska,Hoonah-Angoon Census Area,02105,182.0,*,*,146.0,0.0,146.0,36.0,0.0,36.0,99.0,83.0,80.0,0.0,*,*,94.0,*,0.0,*,*,85.0,24.0,23.0,*,*,*,*,56.0,*,*,126.0,164.0,*,*,182.0,*,*,164.0,*,*,79.0,*,*,58.0,0.0,0.0,21.0
2013,Year,County,AK,Alaska,Juneau City And Borough,02110,3857.0,3824.0,33.0,3243.0,11.0,3232.0,614.0,*,*,1920.0,1937.0,2858.0,41.0,145.0,93.0,625.0,95.0,12.0,162.0,440.0,1264.0,840.0,522.0,289.0,206.0,92.0,31.0,760.0,737.0,23.0,3097.0,3424.0,3392.0,32.0,3837.0,3805.0,32.0,3444.0,3411.0,33.0,1254.0,1224.0,30.0,795.0,*,*,426.0
2013,Year,County,AK,Alaska,Kenai Peninsula Borough,02122,8822.0,8754.0,68.0,7402.0,24.0,7378.0,1420.0,21.0,1399.0,4659.0,4164.0,7875.0,27.0,62.0,94.0,634.0,131.0,20.0,276.0,1125.0,2829.0,2107.0,1138.0,686.0,402.0,179.0,60.0,1441.0,1385.0,56.0,7382.0,8044.0,7976.0,68.0,8794.0,8726.0,68.0,8072.0,8005.0,68.0,3899.0,3846.0,53.0,1495.0,131.0,35.0,2238.0
2013,Year,County,AK,Alaska,Ketchikan Gateway Borough,02130,1968.0,1950.0,18.0,1684.0,*,*,285.0,*,*,1005.0,963.0,1490.0,*,56.0,53.0,321.0,*,*,*,221.0,627.0,468.0,276.0,159.0,93.0,44.0,16.0,385.0,365.0,20.0,1583.0,1778.0,1760.0,18.0,1962.0,1944.0,18.0,1784.0,1766.0,18.0,822.0,804.0,18.0,404.0,*,*,393.0
2013,Year,County,AK,Alaska,Kodiak Island Borough,02150,1264.0,1253.0,11.0,1100.0,*,*,164.0,*,*,655.0,609.0,696.0,*,177.0,91.0,247.0,*,*,*,131.0,443.0,312.0,176.0,98.0,45.0,*,*,242.0,*,*,1022.0,1085.0,1074.0,11.0,1257.0,1246.0,11.0,1092.0,1081.0,11.0,472.0,*,*,256.0,*,*,186.0
2013,Year,County,AK,Alaska,Lake And Peninsula Borough,02164,163.0,163.0,0.0,151.0,0.0,151.0,13.0,0.0,13.0,86.0,77.0,34.0,0.0,0.0,0.0,127.0,*,0.0,*,*,49.0,41.0,27.0,18.0,*,*,*,52.0,*,*,112.0,138.0,138.0,0.0,163.0,163.0,0.0,139.0,139.0,0.0,71.0,71.0,0.0,52.0,*,*,18.0
2013,Year,County,AK,Alaska,Matanuska-Susitna Borough,02170,10153.0,10065.0,88.0,8243.0,25.0,8218.0,1910.0,24.0,1886.0,5246.0,4908.0,9173.0,100.0,93.0,130.0,536.0,121.0,33.0,456.0,1422.0,3163.0,2281.0,1292.0,849.0,443.0,163.0,52.0,1912.0,1793.0,119.0,8241.0,9095.0,9007.0,88.0,10123.0,10035.0,88.0,9125.0,9037.0,88.0,4175.0,4124.0,51.0,1979.0,128.0,40.0,2028.0
2013,Year,County,AK,Alaska,Nome Census Area,02180,725.0,*,*,636.0,*,*,89.0,0.0,89.0,394.0,332.0,132.0,0.0,*,*,571.0,15.0,*,*,61.0,233.0,161.0,119.0,66.0,36.0,*,*,251.0,*,*,474.0,586.0,*,*,725.0,*,*,586.0,*,*,299.0,299.0,0.0,246.0,15.0,0.0,38.0
2013,Year,County,AK,Alaska,North Slope Borough,02185,446.0,*,*,370.0,0.0,370.0,76.0,*,*,238.0,208.0,40.0,*,24.0,*,367.0,*,*,*,60.0,150.0,89.0,68.0,37.0,19.0,*,*,80.0,*,*,366.0,355.0,*,*,445.0,*,*,356.0,*,*,130.0,*,*,89.0,*,*,34.0
2013,Year,County,AK,Alaska,Northwest Arctic Borough,02188,494.0,494.0,0.0,430.0,0.0,430.0,63.0,0.0,63.0,240.0,254.0,46.0,*,0.0,0.0,440.0,*,*,*,55.0,147.0,94.0,82.0,61.0,31.0,*,*,193.0,179.0,14.0,301.0,400.0,400.0,0.0,494.0,494.0,0.0,400.0,400.0,0.0,308.0,308.0,0.0,207.0,*,*,90.0
2013,Year,County,AK,Alaska,Petersburg Borough,02195,607.0,*,*,531.0,*,*,76.0,0.0,76.0,324.0,282.0,462.0,0.0,11.0,*,116.0,*,*,*,62.0,216.0,133.0,74.0,49.0,40.0,*,*,107.0,*,*,499.0,558.0,*,*,606.0,*,*,559.0,*,*,241.0,*,*,112.0,*,*,119.0
2013,Year,County,AK,Alaska,Prince Of Wales-Hyder Census Area,02198,757.0,*,*,632.0,0.0,632.0,125.0,*,*,432.0,324.0,407.0,*,*,*,338.0,*,*,*,111.0,246.0,189.0,104.0,60.0,18.0,*,*,178.0,158.0,20.0,579.0,653.0,*,*,756.0,*,*,654.0,*,*,319.0,*,*,183.0,*,*,117.0
2013,Year,County,AK,Alaska,Sitka City And Borough,02220,1174.0,*,*,1040.0,*,*,133.0,0.0,133.0,569.0,605.0,815.0,*,33.0,33.0,261.0,*,*,*,100.0,362.0,265.0,202.0,99.0,68.0,*,*,167.0,*,*,1007.0,1040.0,*,*,1171.0,*,*,1042.0,*,*,376.0,*,*,174.0,*,*,190.0
2013,Year,County,AK,Alaska,Skagway Municipality,02230,305.0,305.0,0.0,291.0,0.0,291.0,14.0,0.0,14.0,168.0,138.0,218.0,0.0,*,*,78.0,*,0.0,*,*,87.0,104.0,59.0,25.0,*,*,*,37.0,*,*,268.0,275.0,275.0,0.0,305.0,305.0,0.0,275.0,275.0,0.0,93.0,93.0,0.0,42.0,*,*,48.0
2013,Year,County,AK,Alaska,Southeast Fairbanks Census Area,02240,982.0,*,*,851.0,*,*,130.0,*,*,560.0,422.0,830.0,*,*,*,123.0,17.0,*,*,105.0,306.0,273.0,139.0,71.0,46.0,*,*,186.0,*,*,795.0,870.0,*,*,978.0,*,*,874.0,*,*,402.0,*,*,192.0,*,*,177.0
2013,Year,County,AK,Alaska,Valdez-Cordova,02261,1171.0,*,*,1020.0,*,*,150.0,*,*,655.0,516.0,941.0,0.0,21.0,21.0,171.0,17.0,*,*,114.0,421.0,287.0,151.0,78.0,52.0,*,*,198.0,*,*,973.0,1035.0,*,*,1170.0,*,*,1036.0,*,*,481.0,*,*,202.0,*,*,246.0
2013,Year,County,AK,Alaska,Wade Hampton,02270,482.0,482.0,0.0,412.0,0.0,412.0,69.0,*,*,241.0,241.0,11.0,0.0,*,*,465.0,*,*,*,52.0,145.0,100.0,87.0,53.0,14.0,*,*,264.0,*,*,218.0,419.0,419.0,0.0,481.0,481.0,0.0,420.0,420.0,0.0,313.0,313.0,0.0,280.0,*,*,16.0
2013,Year,County,AK,Alaska,Wrangell City And Borough,02275,413.0,*,*,375.0,0.0,375.0,38.0,*,*,221.0,192.0,323.0,0.0,*,*,84.0,*,0.0,*,*,120.0,100.0,73.0,49.0,*,17.0,*,68.0,*,*,345.0,386.0,*,*,411.0,*,*,388.0,*,*,158.0,*,*,66.0,*,*,85.0
2013,Year,County,AK,Alaska,Yakutat City And Borough,02282,94.0,*,*,*,*,*,*,*,*,53.0,41.0,46.0,0.0,*,0.0,44.0,*,*,*,*,*,*,*,*,*,*,*,19.0,19.0,0.0,75.0,89.0,*,*,94.0,*,*,89.0,*,*,40.0,*,*,21.0,*,*,18.0
2013,Year,County,AK,Alaska,Yukon-Koyukuk Census Area,02290,706.0,*,*,634.0,*,*,72.0,*,*,392.0,314.0,231.0,0.0,*,*,467.0,*,*,*,58.0,228.0,155.0,92.0,89.0,48.0,*,*,252.0,239.0,12.0,454.0,599.0,*,*,704.0,*,*,600.0,*,*,313.0,*,*,263.0,*,*,46.0
